Hz,20.0,40.0,100.0,200.0,400.0,1000.0,2000.0,4000.0,10000.0,20000.0
dB,-0.0016494728013205962,-0.006594135663576286,-0.041050034383288476,-0.16192219078245543,-0.6143397344574554,-2.8996627892052156,-6.811301916969461,-12.093834017331774,-19.821324215042146,-25.807850709599798
°,-1.1165786267013054,-2.232309786083429,-5.566024350675486,-11.028932537470544,-21.29627513855718,-44.26073324345612,-62.838909386765266,-75.6118447359199,-84.14113428013137,-87.06288925935635
