Hz,20.0,40.0,100.0,200.0,400.0,1000.0,2000.0,4000.0,10000.0,20000.0,40000.0,50000.0
,0.9901960784313726,1.0,1.0,1.0,0.9990099009900989,0.998019801980198,0.9683168316831683,0.8514851485148515,0.6386138613861386,0.3198019801980198,0.16306930693069308,0.08400001
°,2.88,-1.44,0.0,1.44,2.868526,7.171314,17.28,31.68,50.4,72.0,77.76,85.3012
