Hz,20.0,40.0,100.0,200.0,400.0,1000.0,2000.0,4000.0,10000.0,20000.0
,1.0,1.0,1.0106899902818272,1.0009624639076036,1.0108055009823183,1.0,1.0,1.0,1.0,1.0
°,0.72,-0.72,-0.72,0.72,-2.16,-0.72,0.72,0.72,-0.7228916,-0.72
