Hz,20.0,40.0,100.0,200.0,400.0,1000.0,2000.0,4000.0,10000.0,20000.0
,1.0,1.0097087378640777,1.0097087378640777,1.0,1.0,1.0,1.0,1.0,1.0,1.0
°,-0.72,-0.72,-0.72,0.72,-0.72,-0.72,-0.7185629,-0.72,-0.7171315,0.72
